sigla_provincia;codice_istat;denominazione_ita_altra;denominazione_ita;denominazione_altra;flag_capoluogo;codice_belfiore;lat;lon;superficie_kmq;codice_sovracomunale
PV;018095;"Montebello della Battaglia";"Montebello della Battaglia";;NO;F440;45,0005894;9,1035118;16,0053;018
PV;018096;"Montecalvo Versiggia";"Montecalvo Versiggia";;NO;F449;44,9717415;9,2854935;11,1029;018
PV;018097;Montescano;Montescano;;NO;F638;45,0319399;9,2953051;2,4082;018
PV;018098;Montesegale;Montesegale;;NO;F644;44,9063559;9,1269600;14,9144;018
PV;018099;"Monticelli Pavese";"Monticelli Pavese";;NO;F670;45,1106801;9,5154037;20,5071;018
PV;018100;"Montù Beccaria";"Montù Beccaria";;NO;F701;45,0381730;9,3128340;15,4308;018
PV;018101;"Mornico Losana";"Mornico Losana";;NO;F739;45,0098279;9,2049618;8,1663;018
PV;018102;Mortara;Mortara;;NO;F754;45,2518232;8,7379967;51,2034;018
PV;018103;Nicorvo;Nicorvo;;NO;F891;45,2858711;8,6678365;7,9943;018
PV;018104;"Olevano di Lomellina";"Olevano di Lomellina";;NO;G021;45,2134704;8,7184158;15,9191;018
PV;018105;"Oliva Gessi";"Oliva Gessi";;NO;G032;45,0056987;9,1740460;4,2054;018
PV;018106;Ottobiano;Ottobiano;;NO;G194;45,1527615;8,8298347;24,6020;018
PV;018107;Palestro;Palestro;;NO;G275;45,3025523;8,5330013;19,2741;018
PV;018108;Pancarana;Pancarana;;NO;G304;45,0750601;9,0510369;6,2834;018
PV;018109;Parona;Parona;;NO;G342;45,2826559;8,7498259;9,5778;018
PV;018110;Pavia;Pavia;;SI;G388;45,1850329;9,1597740;63,0487;018
PV;018111;"Pietra de' Giorgi";"Pietra de' Giorgi";;NO;G612;45,0205951;9,2309346;11,1551;018
PV;018112;"Pieve Albignola";"Pieve Albignola";;NO;G635;45,1139771;8,9590154;18,2781;018
PV;018113;"Pieve del Cairo";"Pieve del Cairo";;NO;G639;45,0506627;8,8049105;24,0092;018
PV;018114;"Pieve Porto Morone";"Pieve Porto Morone";;NO;G650;45,1133629;9,4380645;16,2529;018
PV;018115;"Pinarolo Po";"Pinarolo Po";;NO;G671;45,0679413;9,1676092;11,5261;018
PV;018116;Pizzale;Pizzale;;NO;G720;45,0359860;9,0484197;7,2598;018
PV;018117;"Ponte Nizza";"Ponte Nizza";;NO;G851;44,8518076;9,0971930;23,0137;018
PV;018118;Portalbera;Portalbera;;NO;G895;45,1000458;9,3204659;4,8521;018
PV;018119;Rea;Rea;;NO;H204;45,1157234;9,1547443;2,2792;018
PV;018120;Redavalle;Redavalle;;NO;H216;45,0378149;9,2039531;5,4981;018
PV;018121;Retorbido;Retorbido;;NO;H246;44,9493898;9,0362506;11,5264;018
PV;018122;"Rivanazzano Terme";"Rivanazzano Terme";;NO;H336;44,9299396;9,0161959;29,6937;018
PV;018123;Robbio;Robbio;;NO;H369;45,2900742;8,5936975;40,9113;018
PV;018124;"Robecco Pavese";"Robecco Pavese";;NO;H375;45,0489826;9,1493370;6,8047;018
PV;018125;"Rocca de' Giorgi";"Rocca de' Giorgi";;NO;H396;44,9734136;9,2504223;10,8327;018
PV;018126;"Rocca Susella";"Rocca Susella";;NO;H450;44,9131697;9,0957719;12,8541;018
PV;018127;Rognano;Rognano;;NO;H491;45,2886377;9,0894752;9,3079;018
PV;018128;Romagnese;Romagnese;;NO;H505;44,8379342;9,3288638;30,3413;018
PV;018129;Roncaro;Roncaro;;NO;H527;45,2257083;9,2769379;5,0448;018
PV;018130;Rosasco;Rosasco;;NO;H559;45,2496976;8,5802666;19,4201;018
PV;018131;Rovescala;Rovescala;;NO;H614;45,0106364;9,3480674;8,5021;018
PV;018133;"San Cipriano Po";"San Cipriano Po";;NO;H799;45,1061603;9,2839240;8,5274;018
PV;018134;"San Damiano al Colle";"San Damiano al Colle";;NO;H814;45,0266048;9,3480727;6,5016;018
PV;018135;"San Genesio ed Uniti";"San Genesio ed Uniti";;NO;H859;45,2336546;9,1800360;9,0482;018
PV;018136;"San Giorgio di Lomellina";"San Giorgio di Lomellina";;NO;H885;45,1737879;8,7913460;25,2167;018
PV;018137;"San Martino Siccomario";"San Martino Siccomario";;NO;I014;45,1570933;9,1346851;14,5422;018
PV;018138;"Sannazzaro de' Burgondi";"Sannazzaro de' Burgondi";;NO;I048;45,1022942;8,9065546;23,9886;018
PV;018139;"Santa Cristina e Bissone";"Santa Cristina e Bissone";;NO;I175;45,1567865;9,4011310;22,3250;018
PV;018140;"Santa Giuletta";"Santa Giuletta";;NO;I203;45,0338451;9,1813162;10,9274;018
PV;018141;"Sant'Alessio con Vialone";"Sant'Alessio con Vialone";;NO;I213;45,2221648;9,2251352;6,8002;018
PV;018142;"Santa Margherita di Staffora";"Santa Margherita di Staffora";;NO;I230;44,7710929;9,2409034;36,5310;018
PV;018143;"Santa Maria della Versa";"Santa Maria della Versa";;NO;I237;44,9862027;9,3003024;18,6368;018
PV;018144;"Sant'Angelo Lomellina";"Sant'Angelo Lomellina";;NO;I276;45,2458024;8,6428854;10,4955;018
PV;018145;"San Zenone al Po";"San Zenone al Po";;NO;I416;45,1086068;9,3641052;7,1107;018
PV;018146;"Sartirana Lomellina";"Sartirana Lomellina";;NO;I447;45,1147048;8,6641478;30,2012;018
PV;018147;Scaldasole;Scaldasole;;NO;I487;45,1243793;8,9100866;11,9293;018
PV;018148;Semiana;Semiana;;NO;I599;45,1377117;8,7302950;9,9112;018
PV;018149;"Silvano Pietra";"Silvano Pietra";;NO;I739;45,0392361;8,9471795;13,9525;018
PV;018150;Siziano;Siziano;;NO;E265;45,3189467;9,2002489;10,8810;018
PV;018151;Sommo;Sommo;;NO;I825;45,1286848;9,0827272;15,0221;018
PV;018152;Spessa;Spessa;;NO;I894;45,1118077;9,3486587;12,3031;018
PV;018153;Stradella;Stradella;;NO;I968;45,0760175;9,2960192;18,2034;018
PV;018154;Suardi;Suardi;;NO;B014;45,0347136;8,7424516;10,2680;018
PV;018155;"Torrazza Coste";"Torrazza Coste";;NO;L237;44,9756507;9,0875338;16,2282;018
PV;018156;"Torre Beretti e Castellaro";"Torre Beretti e Castellaro";;NO;L250;45,0608812;8,6723083;17,4753;018
PV;018157;"Torre d'Arese";"Torre d'Arese";;NO;L256;45,2424560;9,3168260;4,6316;018
PV;018158;"Torre de' Negri";"Torre de' Negri";;NO;L262;45,1506360;9,3355300;4,0486;018
PV;018159;"Torre d'Isola";"Torre d'Isola";;NO;L269;45,2172661;9,0773126;16,7042;018
PV;018160;"Torrevecchia Pia";"Torrevecchia Pia";;NO;L285;45,2836766;9,2979757;17,3198;018
PV;018161;"Torricella Verzate";"Torricella Verzate";;NO;L292;45,0175709;9,1752863;3,6682;018
PV;018162;"Travacò Siccomario";"Travacò Siccomario";;NO;I236;45,1520271;9,1618695;17,3839;018
PV;018163;Trivolzio;Trivolzio;;NO;L440;45,2621945;9,0472577;3,7896;018
PV;018164;Tromello;Tromello;;NO;L449;45,2102175;8,8722436;36,0898;018
PV;018165;Trovo;Trovo;;NO;L453;45,2834508;9,0377266;7,7860;018
PV;018166;"Val di Nizza";"Val di Nizza";;NO;L562;44,8776357;9,1650306;29,9623;018
PV;018167;Valeggio;Valeggio;;NO;L568;45,1523765;8,8617260;9,6166;018
PV;018168;"Valle Lomellina";"Valle Lomellina";;NO;L593;45,1496838;8,6648358;26,3435;018
PV;018169;"Valle Salimbene";"Valle Salimbene";;NO;L617;45,1696002;9,2341895;7,3721;018
PV;018171;Varzi;Varzi;;NO;L690;44,8233602;9,1972405;57,1771;018
PV;018172;"Velezzo Lomellina";"Velezzo Lomellina";;NO;L716;45,1634941;8,7369592;8,0551;018
PV;018173;"Vellezzo Bellini";"Vellezzo Bellini";;NO;L720;45,2686184;9,1010199;8,3532;018
PV;018174;Verretto;Verretto;;NO;L784;45,0401316;9,1105902;2,7944;018
PV;018175;"Verrua Po";"Verrua Po";;NO;L788;45,1099757;9,1754008;11,1781;018
PV;018176;Vidigulfo;Vidigulfo;;NO;L854;45,2932429;9,2354748;15,6139;018
PV;018177;Vigevano;Vigevano;;NO;L872;45,3178059;8,8599043;81,4714;018
PV;018178;"Villa Biscossi";"Villa Biscossi";;NO;L917;45,0900135;8,7889764;5,0805;018
PV;018179;"Villanova d'Ardenghi";"Villanova d'Ardenghi";;NO;L983;45,1710273;9,0411035;6,6644;018
PV;018180;Villanterio;Villanterio;;NO;L994;45,2175908;9,3602988;14,5049;018
PV;018181;Vistarino;Vistarino;;NO;M079;45,2115538;9,3064542;9,4386;018
PV;018182;Voghera;Voghera;;NO;M109;44,9931094;9,0085646;63,2191;018
PV;018183;Volpara;Volpara;;NO;M119;44,9527965;9,2965796;3,6870;018
PV;018184;Zavattarello;Zavattarello;;NO;M150;44,8687437;9,2654316;28,0177;018
PV;018185;Zeccone;Zeccone;;NO;M152;45,2607619;9,1995521;5,7353;018
PV;018186;Zeme;Zeme;;NO;M161;45,1973293;8,6660406;25,0794;018
PV;018187;Zenevredo;Zenevredo;;NO;M162;45,0524447;9,3257629;5,0795;018
PV;018188;Zerbo;Zerbo;;NO;M166;45,1113652;9,3939047;5,9034;018
PV;018189;Zerbolò;Zerbolò;;NO;M167;45,2064212;9,0141399;37,6232;018
PV;018190;Zinasco;Zinasco;;NO;M180;45,1276697;9,0290556;29,6859;018
PV;018191;"Cornale e Bastida";"Cornale e Bastida";;NO;M338;45,0433464;8,9112005;3,5333;018
PV;018192;"Corteolona e Genzone";"Corteolona e Genzone";;NO;M372;45,1566095;9,3678274;14,2929;018
PV;018193;"Colli Verdi";"Colli Verdi";;NO;M419;44,9276824;9,2761137;41,2651;018
CR;019001;"Acquanegra Cremonese";"Acquanegra Cremonese";;NO;A039;45,1708605;9,8883333;9,5941;019
CR;019002;Agnadello;Agnadello;;NO;A076;45,4460430;9,5605952;12,1735;019
CR;019003;Annicco;Annicco;;NO;A299;45,2444364;9,8826824;19,5237;019
CR;019004;Azzanello;Azzanello;;NO;A526;45,3122227;9,9220289;11,2830;019
CR;019005;"Bagnolo Cremasco";"Bagnolo Cremasco";;NO;A570;45,3612947;9,6098560;10,0034;019
CR;019006;Bonemerse;Bonemerse;;NO;A972;45,1133187;10,0787102;6,0314;019
CR;019007;Bordolano;Bordolano;;NO;A986;45,2938971;9,9864968;7,7013;019
CR;019009;Calvatone;Calvatone;;NO;B439;45,1291870;10,4419961;13,7673;019
CR;019010;Camisano;Camisano;;NO;B484;45,4435782;9,7440764;11,1413;019
CR;019011;"Campagnola Cremasca";"Campagnola Cremasca";;NO;B498;45,3983491;9,6687967;4,5876;019
CR;019012;Capergnanica;Capergnanica;;NO;B650;45,3380753;9,6441742;6,9544;019
CR;019013;"Cappella Cantone";"Cappella Cantone";;NO;B679;45,2464548;9,8387405;13,0747;019
CR;019014;"Cappella de' Picenardi";"Cappella de' Picenardi";;NO;B680;45,1581259;10,2305471;13,9697;019
CR;019015;Capralba;Capralba;;NO;B686;45,4450420;9,6443335;14,0837;019
CR;019016;"Casalbuttano ed Uniti";"Casalbuttano ed Uniti";;NO;B869;45,2514429;9,9627417;22,0537;019
CR;019017;"Casale Cremasco-Vidolasco";"Casale Cremasco-Vidolasco";;NO;B881;45,4332024;9,7133908;8,9082;019
CR;019018;"Casaletto Ceredano";"Casaletto Ceredano";;NO;B889;45,3192354;9,6176388;6,4876;019
CR;019019;"Casaletto di Sopra";"Casaletto di Sopra";;NO;B890;45,4192616;9,7826117;8,9582;019
CR;019020;"Casaletto Vaprio";"Casaletto Vaprio";;NO;B891;45,4084766;9,6289079;5,3220;019
CR;019021;Casalmaggiore;Casalmaggiore;;NO;B898;44,9860203;10,4144780;64,0030;019
CR;019022;Casalmorano;Casalmorano;;NO;B900;45,2870684;9,8979160;12,5221;019
CR;019023;Casteldidone;Casteldidone;;NO;C089;45,0691827;10,4053997;10,7926;019
CR;019024;"Castel Gabbiano";"Castel Gabbiano";;NO;C115;45,4698006;9,7150746;6,1581;019
CR;019025;Castelleone;Castelleone;;NO;C153;45,2936359;9,7642379;44,9932;019
CR;019026;Castelverde;Castelverde;;NO;B129;45,1875291;9,9960604;31,2723;019
CR;019027;Castelvisconti;Castelvisconti;;NO;C290;45,3042994;9,9423949;10,1506;019
CR;019028;"Cella Dati";"Cella Dati";;NO;C435;45,0972349;10,2215925;18,6024;019
CR;019029;Chieve;Chieve;;NO;C634;45,3383871;9,6141377;6,0705;019
CR;019030;Cicognolo;Cicognolo;;NO;C678;45,1669809;10,1950163;7,3271;019
CR;019031;"Cingia de' Botti";"Cingia de' Botti";;NO;C703;45,0841227;10,2752807;14,4227;019
CR;019032;"Corte de' Cortesi con Cignone";"Corte de' Cortesi con Cignone";;NO;D056;45,2726975;10,0077905;12,3180;019
CR;019033;"Corte de' Frati";"Corte de' Frati";;NO;D057;45,2200369;10,0976000;20,3003;019
CR;019034;"Credera Rubbiano";"Credera Rubbiano";;NO;D141;45,3022950;9,6552790;13,5224;019
CR;019035;Crema;Crema;;NO;D142;45,3633237;9,6863792;34,5729;019
CR;019036;Cremona;Cremona;;SI;D150;45,1333671;10,0242087;70,0857;019
CR;019037;Cremosano;Cremosano;;NO;D151;45,3960478;9,6391777;5,9152;019
CR;019038;"Crotta d'Adda";"Crotta d'Adda";;NO;D186;45,1597567;9,8538666;12,6667;019
CR;019039;"Cumignano sul Naviglio";"Cumignano sul Naviglio";;NO;D203;45,3537591;9,8376402;6,7842;019
CR;019040;Derovere;Derovere;;NO;D278;45,1107759;10,2486276;10,3996;019
CR;019041;Dovera;Dovera;;NO;D358;45,3652975;9,5415240;20,7879;019
CR;019043;Fiesco;Fiesco;;NO;D574;45,3362594;9,7779891;8,2047;019
CR;019044;Formigara;Formigara;;NO;D710;45,2238582;9,7701689;12,4544;019
CR;019045;Gabbioneta-Binanuova;Gabbioneta-Binanuova;;NO;D834;45,2171223;10,2233253;15,3254;019
CR;019046;"Gadesco-Pieve Delmona";"Gadesco-Pieve Delmona";;NO;D841;45,1553345;10,1162077;16,3356;019
CR;019047;Genivolta;Genivolta;;NO;D966;45,3344829;9,8791851;18,6050;019
CR;019048;"Gerre de' Caprioli";"Gerre de' Caprioli";;NO;D993;45,1052584;10,0402810;7,5915;019
CR;019049;Gombito;Gombito;;NO;E082;45,2620470;9,7298166;9,2826;019
CR;019050;Grontardo;Grontardo;;NO;E193;45,2014402;10,1512366;12,8614;019
CR;019051;"Grumello Cremonese ed Uniti";"Grumello Cremonese ed Uniti";;NO;E217;45,1932207;9,8673900;22,5109;019
CR;019052;Gussola;Gussola;;NO;E272;45,0095949;10,3505939;25,3204;019
CR;019053;"Isola Dovarese";"Isola Dovarese";;NO;E356;45,1756534;10,3119989;9,9609;019
CR;019054;Izano;Izano;;NO;E380;45,3558049;9,7550792;6,0626;019
CR;019055;Madignano;Madignano;;NO;E793;45,3445201;9,7252394;10,6910;019
CR;019056;Malagnino;Malagnino;;NO;E843;45,1335954;10,1156052;10,8990;019
CR;019057;"Martignana di Po";"Martignana di Po";;NO;E983;45,0109540;10,3792632;14,9035;019
CR;019058;"Monte Cremasco";"Monte Cremasco";;NO;F434;45,3717384;9,5719415;2,3588;019
CR;019059;Montodine;Montodine;;NO;F681;45,2853732;9,7100189;11,4107;019
CR;019060;Moscazzano;Moscazzano;;NO;F761;45,2928950;9,6851319;7,9647;019
CR;019061;"Motta Baluffi";"Motta Baluffi";;NO;F771;45,0544495;10,2595884;16,4679;019
CR;019062;Offanengo;Offanengo;;NO;G004;45,3815229;9,7420934;12,7746;019
CR;019063;Olmeneta;Olmeneta;;NO;G047;45,2354353;10,0216732;9,2178;019
CR;019064;Ostiano;Ostiano;;NO;G185;45,2235177;10,2499939;20,0613;019
CR;019065;"Paderno Ponchielli";"Paderno Ponchielli";;NO;G222;45,2395902;9,9272426;24,6279;019
CR;019066;"Palazzo Pignano";"Palazzo Pignano";;NO;G260;45,3890755;9,5778689;8,9770;019
CR;019067;Pandino;Pandino;;NO;G306;45,4058352;9,5529791;21,9430;019
CR;019068;"Persico Dosimo";"Persico Dosimo";;NO;G469;45,1848091;10,1044658;20,7164;019
CR;019069;"Pescarolo ed Uniti";"Pescarolo ed Uniti";;NO;G483;45,1956527;10,1860441;16,1565;019
CR;019070;"Pessina Cremonese";"Pessina Cremonese";;NO;G504;45,1834958;10,2469535;21,3984;019
CR;019072;Pianengo;Pianengo;;NO;G558;45,4005035;9,6928862;5,9155;019
CR;019073;Pieranica;Pieranica;;NO;G603;45,4251277;9,6106750;3,0088;019
CR;019074;"Pieve d'Olmi";"Pieve d'Olmi";;NO;G647;45,0899604;10,1232553;19,8211;019
CR;019075;"Pieve San Giacomo";"Pieve San Giacomo";;NO;G651;45,1269496;10,1862769;14,9338;019
CR;019076;Pizzighettone;Pizzighettone;;NO;G721;45,1866392;9,7830679;32,5561;019
CR;019077;"Pozzaglio ed Uniti";"Pozzaglio ed Uniti";;NO;B914;45,2003108;10,0483209;20,3962;019
CR;019078;Quintano;Quintano;;NO;H130;45,4202321;9,6195414;2,3324;019
CR;019079;Ricengo;Ricengo;;NO;H276;45,4065674;9,7244160;12,4838;019
CR;019080;"Ripalta Arpina";"Ripalta Arpina";;NO;H314;45,3018091;9,7272286;6,9670;019
CR;019081;"Ripalta Cremasca";"Ripalta Cremasca";;NO;H315;45,3347282;9,6944508;11,9885;019
CR;019082;"Ripalta Guerina";"Ripalta Guerina";;NO;H316;45,3059909;9,7049733;3,0632;019
CR;019083;"Rivarolo del Re ed Uniti";"Rivarolo del Re ed Uniti";;NO;H341;45,0292447;10,4705516;27,1353;019
CR;019084;"Rivolta d'Adda";"Rivolta d'Adda";;NO;H357;45,4703914;9,5130087;31,2512;019
CR;019085;"Robecco d'Oglio";"Robecco d'Oglio";;NO;H372;45,2614631;10,0782558;17,8597;019
CR;019086;Romanengo;Romanengo;;NO;H508;45,3773782;9,7854635;14,7180;019
CR;019087;Salvirola;Salvirola;;NO;H731;45,3546070;9,7803628;7,5391;019
CR;019088;"San Bassano";"San Bassano";;NO;H767;45,2442432;9,8086568;14,1718;019
CR;019089;"San Daniele Po";"San Daniele Po";;NO;H815;45,0665452;10,1760136;22,4950;019
CR;019090;"San Giovanni in Croce";"San Giovanni in Croce";;NO;H918;45,0785798;10,3745878;16,2592;019
CR;019091;"San Martino del Lago";"San Martino del Lago";;NO;I007;45,0742031;10,3171251;10,1933;019
CR;019092;"Scandolara Ravara";"Scandolara Ravara";;NO;I497;45,0519173;10,3018575;17,1214;019
CR;019093;"Scandolara Ripa d'Oglio";"Scandolara Ripa d'Oglio";;NO;I498;45,2218253;10,1569316;5,4985;019
CR;019094;Sergnano;Sergnano;;NO;I627;45,4275972;9,7041863;12,1983;019
CR;019095;"Sesto ed Uniti";"Sesto ed Uniti";;NO;I683;45,1761198;9,9154281;25,9025;019
CR;019096;"Solarolo Rainerio";"Solarolo Rainerio";;NO;I790;45,0812297;10,3566839;11,3602;019
CR;019097;Soncino;Soncino;;NO;I827;45,3997669;9,8738270;45,1565;019
CR;019098;Soresina;Soresina;;NO;I849;45,2885830;9,8543329;28,2821;019
CR;019099;Sospiro;Sospiro;;NO;I865;45,1055224;10,1570918;18,4558;019
CR;019100;Spinadesco;Spinadesco;;NO;I906;45,1482440;9,9283401;17,5530;019
CR;019101;Spineda;Spineda;;NO;I909;45,0604260;10,5165188;10,2962;019
CR;019102;"Spino d'Adda";"Spino d'Adda";;NO;I914;45,4005093;9,4924232;19,7973;019
CR;019103;"Stagno Lombardo";"Stagno Lombardo";;NO;I935;45,0732484;10,0878864;40,3989;019
CR;019104;Ticengo;Ticengo;;NO;L164;45,3691440;9,8266142;7,8125;019
CR;019105;"Torlino Vimercati";"Torlino Vimercati";;NO;L221;45,4186562;9,5969950;5,7498;019
CR;019106;Tornata;Tornata;;NO;L225;45,1033751;10,4315310;10,4414;019
CR;019107;"Torre de' Picenardi";"Torre de' Picenardi";;NO;L258;45,1439934;10,2869485;33,8802;019
CR;019108;"Torricella del Pizzo";"Torricella del Pizzo";;NO;L296;45,0190180;10,2940773;23,2673;019
CR;019109;"Trescore Cremasco";"Trescore Cremasco";;NO;L389;45,4020422;9,6239723;5,8903;019
CR;019110;Trigolo;Trigolo;;NO;L426;45,3286119;9,8140539;16,0834;019
CR;019111;"Vaiano Cremasco";"Vaiano Cremasco";;NO;L535;45,3702795;9,5892598;6,2264;019
CR;019112;Vailate;Vailate;;NO;L539;45,4612673;9,6036834;9,3069;019
CR;019113;Vescovato;Vescovato;;NO;L806;45,1771995;10,1665679;18,0421;019
CR;019114;Volongo;Volongo;;NO;M116;45,2113490;10,3023736;7,7768;019
CR;019115;Voltido;Voltido;;NO;M127;45,1109676;10,3337807;12,3999;019
CR;019116;"Piadena Drizzona";"Piadena Drizzona";;NO;M418;45,1302875;10,3684133;31,0619;019
MN;020001;"Acquanegra sul Chiese";"Acquanegra sul Chiese";;NO;A038;45,1623000;10,4312110;28,0795;020
MN;020002;Asola;Asola;;NO;A470;45,2209284;10,4132951;72,4413;020
MN;020003;"Bagnolo San Vito";"Bagnolo San Vito";;NO;A575;45,0921150;10,8781126;49,2376;020
MN;020007;Bozzolo;Bozzolo;;NO;B110;45,1062598;10,4821058;18,7244;020
MN;020008;"Canneto sull'Oglio";"Canneto sull'Oglio";;NO;B612;45,1501675;10,3753759;26,6801;020
MN;020010;Casalmoro;Casalmoro;;NO;B901;45,2596380;10,4087138;13,9128;020
MN;020011;Casaloldo;Casaloldo;;NO;B907;45,2540986;10,4772604;16,4444;020
MN;020012;Casalromano;Casalromano;;NO;B911;45,2004199;10,3662749;12,3103;020
MN;020013;Castelbelforte;Castelbelforte;;NO;C059;45,2139779;10,8913181;21,8335;020
MN;020014;"Castel d'Ario";"Castel d'Ario";;NO;C076;45,1887706;10,9752225;22,6236;020
MN;020015;"Castel Goffredo";"Castel Goffredo";;NO;C118;45,2981143;10,4744266;42,5668;020
MN;020016;Castellucchio;Castellucchio;;NO;C195;45,1490187;10,6458928;46,6961;020
MN;020017;"Castiglione delle Stiviere";"Castiglione delle Stiviere";;NO;C312;45,3895595;10,4888160;42,0783;020
MN;020018;Cavriana;Cavriana;;NO;C406;45,3510530;10,6000801;35,8985;020
MN;020019;Ceresara;Ceresara;;NO;C502;45,2646426;10,5689192;37,3654;020
MN;020020;Commessaggio;Commessaggio;;NO;C930;45,0346131;10,5454096;11,9157;020
MN;020021;Curtatone;Curtatone;;NO;D227;45,1317614;10,7259011;66,5427;020
MN;020022;Dosolo;Dosolo;;NO;D351;44,9536310;10,6413944;25,3402;020
MN;020024;"Gazoldo degli Ippoliti";"Gazoldo degli Ippoliti";;NO;D949;45,1999098;10,5796262;12,6613;020
MN;020025;Gazzuolo;Gazzuolo;;NO;D959;45,0703722;10,5832238;22,0580;020
MN;020026;Goito;Goito;;NO;E078;45,2549149;10,6743198;78,5376;020
MN;020027;Gonzaga;Gonzaga;;NO;E089;44,9543302;10,8219035;50,4205;020
MN;020028;Guidizzolo;Guidizzolo;;NO;E261;45,3187345;10,5822635;22,8295;020
MN;020029;Magnacavallo;Magnacavallo;;NO;E818;45,0065887;11,1823011;28,3741;020
MN;020030;Mantova;Mantova;;SI;E897;45,1574335;10,7928012;64,4660;020
MN;020031;Marcaria;Marcaria;;NO;E922;45,1196385;10,5335869;89,6983;020
MN;020032;"Mariana Mantovana";"Mariana Mantovana";;NO;E949;45,1934372;10,4866734;9,0352;020
MN;020033;Marmirolo;Marmirolo;;NO;E962;45,2209870;10,7565858;42,4480;020
MN;020034;Medole;Medole;;NO;F086;45,3254092;10,5103365;25,5591;020
MN;020035;Moglia;Moglia;;NO;F267;44,9317290;10,9117970;31,8537;020
MN;020036;Monzambano;Monzambano;;NO;F705;45,3861751;10,6919682;30,5267;020
MN;020037;Motteggiana;Motteggiana;;NO;B012;45,0365264;10,7622694;25,4963;020
MN;020038;Ostiglia;Ostiglia;;NO;G186;45,0646167;11,1334964;40,0148;020
MN;020039;Pegognaga;Pegognaga;;NO;G417;44,9960612;10,8590830;46,2010;020
MN;020041;Piubega;Piubega;;NO;G717;45,2268453;10,5348281;16,9508;020
MN;020042;"Poggio Rusco";"Poggio Rusco";;NO;G753;44,9774360;11,1188440;42,2900;020
MN;020043;Pomponesco;Pomponesco;;NO;G816;44,9271996;10,5923375;12,6288;020
MN;020044;"Ponti sul Mincio";"Ponti sul Mincio";;NO;G862;45,4127900;10,6871161;11,8583;020
MN;020045;"Porto Mantovano";"Porto Mantovano";;NO;G917;45,1887871;10,7900238;37,1367;020
MN;020046;Quingentole;Quingentole;;NO;H129;45,0389060;11,0436384;13,8632;020
MN;020047;Quistello;Quistello;;NO;H143;45,0090751;10,9804270;46,3535;020
MN;020048;Redondesco;Redondesco;;NO;H218;45,1666745;10,5128218;19,0814;020
MN;020050;"Rivarolo Mantovano";"Rivarolo Mantovano";;NO;H342;45,0708456;10,4320895;25,3001;020
MN;020051;Rodigo;Rodigo;;NO;H481;45,1993747;10,6243218;42,0238;020
MN;020052;Roncoferraro;Roncoferraro;;NO;H541;45,1342739;10,9543786;63,4842;020
MN;020053;Roverbella;Roverbella;;NO;H604;45,2657785;10,7677483;63,4008;020
MN;020054;Sabbioneta;Sabbioneta;;NO;H652;44,9996010;10,4899468;37,2597;020
MN;020055;"San Benedetto Po";"San Benedetto Po";;NO;H771;45,0410936;10,9285367;69,1506;020
MN;020056;"San Giacomo delle Segnate";"San Giacomo delle Segnate";;NO;H870;44,9718662;11,0331778;15,8130;020
MN;020057;"San Giorgio Bigarello";"San Giorgio Bigarello";;NO;H883;45,1651959;10,8457079;51,7815;020
MN;020058;"San Giovanni del Dosso";"San Giovanni del Dosso";;NO;H912;44,9661182;11,0797901;15,1773;020
MN;020059;"San Martino dall'Argine";"San Martino dall'Argine";;NO;I005;45,0996187;10,5183280;17,4803;020
MN;020060;Schivenoglia;Schivenoglia;;NO;I532;44,9949787;11,0729606;13,3956;020
MN;020061;"Sermide e Felonica";"Sermide e Felonica";;NO;I632;45,0065390;11,2992808;79,4687;020
MN;020062;"Serravalle a Po";"Serravalle a Po";;NO;I662;45,0651769;11,0767938;26,1402;020
MN;020063;Solferino;Solferino;;NO;I801;45,3702787;10,5659558;12,9086;020
MN;020064;Sustinente;Sustinente;;NO;L015;45,0683116;11,0223871;25,9186;020
MN;020065;Suzzara;Suzzara;;NO;L020;44,9899906;10,7449977;60,3127;020
MN;020066;Viadana;Viadana;;NO;L826;44,9262445;10,5207292;104,1999;020
MN;020068;Villimpenta;Villimpenta;;NO;M044;45,1449091;11,0294062;14,5687;020
MN;020070;"Volta Mantovana";"Volta Mantovana";;NO;M125;45,3208280;10,6589830;50,8563;020
MN;020071;"Borgo Virgilio";"Borgo Virgilio";;NO;M340;45,1177156;10,7879025;70,2750;020
MN;020072;"Borgo Mantovano";"Borgo Mantovano";;NO;M396;45,0576238;11,1253045;41,4850;020
MN;020073;Borgocarbonara;Borgocarbonara;;NO;M406;45,0376325;11,2233994;30,4089;020
BZ;021001;Aldino/Aldein;Aldino;Aldein;NO;A179;46,3678092;11,3541280;62,5452;021
BZ;021002;Andriano/Andrian;Andriano;Andrian;NO;A286;46,5203668;11,2331345;5,2621;021
BZ;021003;Anterivo/Altrei;Anterivo;Altrei;NO;A306;46,2776350;11,3660356;11,2141;021
BZ;021004;"Appiano sulla strada del vino/Eppan an der Weinstraße";"Appiano sulla strada del vino";"Eppan an der Weinstraße";NO;A332;46,4554699;11,2589922;58,2023;021
BZ;021005;Avelengo/Hafling;Avelengo;Hafling;NO;A507;46,6461328;11,2245184;26,7583;021
BZ;021006;Badia/Abtei;Badia;Abtei;NO;A537;46,6105610;11,8934113;82,4359;021
